Name,Publication Date,Message,Reactions Count,LIKE,LABEL
Alice Poetr,07/16/2025 10:14:32,yaman farming 😂,37,2,1
Svkaa Ribvt,07/16/2025 10:24:13,tebak anu...,10,0,0
Ren Amamiya,07/16/2025 13:51:35,"Ini isilop toIoI bgt sumpah pelaku TPKS bukannya ditangkep & diproses malah dinikahkan sama korbannya mentang2 pelakunya ngustad, bikin emosi bacanya ajg 😡",13,2,1
Hijau Menapak Bumi,07/16/2025 15:24:26,"Di tengah risetnya yang mentok tentang teori relativitas, Albert Einstein secara tak sengaja menemukan terjemahan Surah Al-Hajj ayat 47 di perpustakaan Universitas Berlin. Ayat tentang relativitas waktu itu seperti petir yang menyadarkannya; bagaimana waktu bisa bersifat elastis tergantung perspektif pengamat. Dalam buku hariannya yang kini dipamerkan di Museum Sejarah Sains Jerusalem, tertulis: ""Firman tentang seribu tahun yang setara dengan satu hari ilahi ini memberiku kerangka matematis untuk memahami dilatasi waktu.""Kisah ini menjadi bukti nyata bagaimana wahyu Ilahi mampu menginspirasi lompatan besar perkembangan sains. Dari optik Ibnu Haitsam hingga kedokteran Az-Zahrawi, Islam selalu menjadi katalisator kemajuan sains dan teknologi. Einstein pun mengadakan konperensi pers tahun 1921 menyatakan: ""Sains modern baru menyusul apa yang telah disampaikan kitab suci 14 abad lalu."" Ini membuktikan bahwa ketika iman dan akal bersinergi, lahirlah pencerahan yang mengubah wajah dunia. Subhanallah, terbukti Islam agama benar!",33,1,0
Ren Amamiya,07/17/2025 06:32:51,"Hei bung kalau mau nyamar jadi cewek minimal ada usaha lah, itu kumis dicukur dulu jangan kayak sungut lele",11,2,1
Arolvo Araasvo,07/17/2025 16:23:12,Lagi dan lagi 😌,18,9,0
Joshua Pardamean,07/17/2025 17:09:37,https://www.instagram.com/reel/DMKjkuyMvqI/?igsh=YzljYTk1ODg3Zg==,4,4,0
Hijau Menapak Bumi,07/18/2025 01:37:29,"""Mengapa""(Dakwah serius pagi hari)Kita dapat sekali bertanya ""mengapa"" untuk segala hal. Mengapa ada alam ini? Mengapa di alam ini ada bintang2 dan bukan tidak ada bintang2? Mengapa setiap orang berbeda satu sama lain? Mengapa ada variasi antar makhluk hidup? Dst. Mengapa, menanyakan alasan dibalik sesuatu. Mengapa muncul akibat prinsip berpikir yang dikenal dengan PSR (Principle of Sufficient Reason) atau prinsip kecukupan alasan. Prinsip ini menegaskan bahwa mesti ada alasan dibalik segala sesuatu. Mengapa kita harus memilih satu sistem politik X sistem politik yang lain? Karena sistem politik X adalah sistem politik terbaik. Mengapa X dianggap sebagai sistem politik yang terbaik? Karena X berpihak pada rakyat banyak. Mengapa sesuatu yang berpihak pada rakyat banyak kita anggap sebagai sistem politik yang terbaik? Dst. Dalam konteks alam semesta pertanyaan mengapa pun muncul. Mengapa alam ada? Mengapa alam seperti ini? Mengapa di alam ini ada bintang2 dan bukan tidak ada bintang2? Mengapa ada hukum gravitasi yang berlaku di alam raya ini? Mengapa tidak ada saja gravitasi di alam raya ini? DstKalangan agamawan tertarik menjawab pertanyaan2 mengapa ini dengan membawa nama Tuhan. Mengapa alam ada? Yah karena Tuhan menghendaki nya. Tapi, mengapa Tuhan menghendaki alam ini ada? Mengapa Tuhan menghendaki alam yang terdapat hukum gravitasi dan bukan menghendaki alam yang tidak terdapat hukum gravitasi? Mengapa Dia menghendaki alam yang penuh dengan bintang2 dibanding alam yang tidak ada bintang2? Jawabanya, karena Dia menyukai semua itu. Tapi, mengapa Dia menyukai semua itu? Mengapa Dia menyukai alam yang ada bintang2 dibanding alam yang tidak ada bintang2? Mengapa Dia menyukai alam yang memiliki gravitasi dibanding alam yang tidak memiliki gravitasi? Dengan menggunakan prinsip cukup alasan mestinya ada alasan dibalik semua tindakan Nya. ""Tapi"" para agamawan mengelak ""terkadang manusia pun melakukan sesuatu tanpa alasan"" itu manusia. Jika Tuhan melakukan sesuatu hanya karena senang tanpa alasan apapun, apa bedanya Dia dengan manusia yang melakukan sesuatu tanpa alasan tertentu? Jadi jelas jawaban ""Tuhan"" sama sekali tidak menjawab pertanyaan2 mengapa ini. Para politikus juga mencoba mengelak dari pertanyaan2 mengapa ini. Mengapa mereka menganggap sistem politik tertentu lebih baik dibanding sistem politik lain? Mengapa sesuatu yang berpihak pada rakyat banyak kita anggap sebagai sesuatu yang terbaik? Mengapa kita harus berpihak pada rakyat kecil? Mengapa pula kita harus peduli pada masalah orang lain? Mengapa, karenanya, adalah pertanyaan yang sangat menganggu.",7,5,0
Jannete Lundong,07/18/2025 02:51:36,G skalian nanya BPOM k smua usaha makanan d pinggir jalan? 😏😏Mklum kaum 🧊💡🐵 kwkwkwkw,7,1,1
Zzy Zzy,07/18/2025 08:34:50,Ngakunya sipaling anti penjajahan tapi mendukung penjajahan juga 🤭link profile IGnya : https://www.instagram.com/wahyu_setyo_budi_1453?igsh=eDF1c2w4bWMxaTI0,5,0,1
Ngk R Rhanta,07/12/2025 03:53:51,"China baru saja mengumumkan temuan besar berupa cadangan thorium, sebuah bahan bakar nuklir alternatif yang dianggap sebagai sumber energi abadi. Thorium dipercaya mampu menyuplai energi hingga 60.000 tahun ke depan jika dikembangkan dengan teknologi reaktor garam cair. Temuan ini mengguncang dunia energi karena thorium jauh lebih melimpah, efisien, dan lebih aman dibanding uranium.Yang mengejutkan, Indonesia juga memiliki cadangan thorium yang sangat besar. Menurut data BRIN tahun 2022, Indonesia menyimpan sekitar 150 ribu ton thorium dan 90 ribu ton uranium, tersebar di wilayah Sumatra, Kalimantan, dan Sulawesi. Sumatra tercatat sebagai wilayah dengan kandungan thorium tertinggi, mencapai lebih dari 126.000 ton.Dengan potensi sebesar ini, Indonesia sebenarnya memiliki peluang untuk ikut bersaing di panggung energi dunia. Namun, pengembangan thorium di Indonesia masih menghadapi tantangan besar, mulai dari keterbatasan infrastruktur, pendanaan, hingga kesiapan regulasi. Jika dikelola dengan serius, thorium bisa jadi kunci menuju transisi energi bersih dan masa depan tanpa ketergantungan pada energi fosil.#tambang #kekayaanalam #Indonesia #energiterbarukan#ngk 😊 #thorium @sorotan",27,2,0
Christian Lengkong,07/12/2025 04:19:27,rupanya begini cara kerja dinamit,3,3,0
Adi Sasono Wibowo,07/12/2025 06:47:56,Apakah benar?!?!?🤣,3,3,0
Christian Lengkong,07/12/2025 07:25:52,"video ini bermanfaat, mohon ditonton ",0,0,0
Christian Lengkong,07/12/2025 10:17:45,monggo di cek,3,3,0
Rofi'iy Tengah,07/12/2025 20:14:06,"Kalo bumi datar akan ada pinggirnya.Sampai saat ini FE (Flat Earth) hanya bisa rebahan dan tidak bisa membuktikan. FE itu logical fallacy.FE itu terbatas.FE itu pembenaran diri tanpa bukti.FE itu bodooh yang sok pinter.FE itu ilmu doktrin hayalan, bukan ilmu sains hasil observasi.",8,5,1
Kurnia Nuratmi,07/13/2025 02:07:08,"cika kalian tau ini pasti ngin ketawa, bahwa klaim kecepatan rotasi bumi 1600 sekian Km/jam itu hanya berdasar pada pembagian sederhana, antara panjang garis equator dibagi 24 jam, dan ini produk GE yg paling lucu.",6,6,0
Anonymous participant,07/13/2025 02:08:09,"GE itu tetap bersikeras dengan kebodohannya, mereka pikir di bumi datar tidak bisa terjadi pergantian antara siang dan malam, padahal siang malam kan bergulirnya ke atas bukan ke kolong bumi",1,0,1
Ngombeo Paramexx,07/13/2025 02:33:10,"Pendidikan resmi memalsukan informasi sejarah itu sangat mungkin, dan menurut FE pendidikan juga lebih mungkin memalsukan informasi IPA. didalam IPA jg ada matematika. Bisa saja menurut FE 1+3 = 4 itu jg akal2an elite global",0,0,1
Asep Kamaludin,07/13/2025 03:17:10,"itu sebabnya saya suka belajar, mempelajari Pembangkit Listrik Tenaga Surya (PLTS) salahsatu sumber Energi Listrik ramah lingkungan yg berpotensi tanpa batas, sinar matahari akan selalu ada selama alam semesta ini belum kiamat.!! Karna minyak bumi pasti ada kurangnya untuk mesin (generator BBM) dan Air jika kemarau panjang, bendungan ada keringnya untuk (PLTA) Minimal tidak sampai gelap2an pada saat Listrik yg di sediakan oleh negara Ada gangguan. Mulai dari sekala #PLTS_miniatur sudah terasa manfaatnya listrik dari @sorotan sinar matahari.!!",7,7,0
Asep Kamaludin,07/13/2025 12:50:33,Penggemar bumi datar gak percaya ada satelit🤣 tapi faktanya saya bisa nonton TV dari satelit,3,0,1
Nyoman Bangkit Sindunata,07/13/2025 17:29:12,Izin share suhu 🙏🏻,0,0,0
Nara Senja,07/13/2025 21:07:19,SIAPA YANG BERBOHONG...?,0,0,0
Anonymous participant,07/14/2025 02:20:25,"Gw dapat channel bagus ini,silakan di tekan link di bawah ini,buat kaum FE silakan di tonton dan amati biar pikiran kalian itu terbuka semua.https://youtu.be/zK3FF2Pljfc?si=uaEpNwHqHXCFX2U8",0,0,0
Ngk R Rhanta,07/14/2025 02:26:02,"Studi genetik telah mengungkapkan bahwa setiap orang yang hidup hari ini dapat melacak DNA mitochondrial mereka kembali ke satu wanita, sering disebut sebagai ""Malam Mitokondrial."" Dia tinggal di Afrika sekitar 150.000 sampai 200.000 tahun yang lalu. Meskipun dia bukan satu-satunya wanita pada masanya, garis keturunan keibuannya adalah satu-satunya yang telah diwariskan secara terus menerus dari generasi ke generasi. #genetik #dna #ngk 😊",96,3,0
Nooz,07/14/2025 02:55:38,"untuk FE sebenarnya mana versi bumi datar yg benar?.ada yg bilang bumi datar itu naik keatas ada yg bilang diam mana yg benar?.ada yg bilang bulan dan matahari itu kecil, mereka ukur dengan cara apa? apakah ada metode uji ilmiah akurat yg bisa ngukur ukuran matahari dan bulan versi FE? juga kenapa ukuran bulan dan matahari bisa beda beda tergantung individu FE itu sendiri?.ada juga yg bilang bulan itu plasma, kalau bulan itu plasma berarti dia mengeluarkan cahaya sendiri, kalau dia mengeluarkan cahaya sendiri bagaimana bulan memiliki bayangan pada kawahnya?, ada yg bilang bulan itu plasma dingin kok bisa plasma bisa dingin bukankah sifat plasma itu panas?.kenapa kalian percaya bentuk bumi disembunyikan elite elite global? elite global mendapatkan untung apa dari menipu seiisi dunia? apakah ada dampak pada ekonomi, perang, perdamaian?",0,0,0
Rendy Wir,07/14/2025 04:20:02,~ ROTASI BUMI HOAX ~KEBOHONGAN terbesar teori bumi bola (GE) adalah memaksakan atmosfir dan semua yg ada didalamnya IKUT berotasi dengan bumi.🤭🤭🤭,17,13,1
Rendy Wir,07/14/2025 05:44:33,"~ Rotasi Bumi HOAX ~Menurut orang sinting ini, yg suka kencing di pesawat terbang, di katulistiwa dlm 1 detik bumi beserta yg ada di permukaannya bergeser SEJAUH 460 meter.Sedang Marc Marquez saat balapan topspeed mencapai 300 km/jam, jika dihitung dia bergeser dlm 1 detik SEJAUH 58 meter.Yg jadi pertanyaan mengapa Marc Marquez bisa sampai bisa terjungkal tapi manusia di permukaan bumi tdk merasakan sama sekali?!Sungguh konsep bumi berotasi tidak masuk akal.🤭🤭🤭",5,4,1
Sutrisno,07/14/2025 07:10:51,😯😯😯😯,0,0,0
Rendi Putra,07/14/2025 08:14:18,Coba jelaskan ini apa ya..info nya ini juga mendeteksi satelite luar angkasa juga,16,11,0
Muhayat Lukman,07/14/2025 08:20:16,The Simpsons & Penipuan Bentuk Bumi#reelsfbシ #videoviralシ #fypviralシ #fbreelsvideo #viralreelschallenge #fypageシ #foryoupageシ #propaganda #video #StarsEverywhere #NASA #scam #SCAMMER #tipu #penipuan #videoviral #videos #earth #truth semua orang,3,2,1
Christian Lengkong,07/14/2025 09:33:12,Semoga yg mau uji nyali silakan masuk.,0,0,0
Asep Suhendar,07/14/2025 09:45:19,"Assalamualaikum wr wb.  perkenalkan saya orang jawa barat beragama Islam.. saya percaya dlm alquran bahwa bumi itu Datar, dan semua kitab agama menyatakan yang sama..yaitu bumi datar..saya hanya percaya dan iman pada alquran.. so yg paham bumi bulat..sebelum mendebat. tanya diri dulu.. Anda Agama Apa??",2,2,1
Christian Lengkong,07/14/2025 13:10:47,Nabila Zahra ini baru kocak petir bisa menimbulkan cahaya darinya sendiri.....🤣🤣🤣🤣🤣🤣🤣🤣....hei neng klo lu nyalain listrik apa itu dari dirinya sendiri....???...so what gitu loh.....🤣🤣🤣🤣🤣🤣🤣🤣🤣,2,2,1
Ngombeo Paramexx,07/14/2025 13:23:53,"Hallo brow, sudahkah kiblat bumi datar dirubah ke Utara? Bagaimana penalaran anda kok kiblatmu bisa menghadap Madagaskar dan dinding es?",0,0,1
Supri AL Hadi,07/14/2025 23:57:06,Tanpa fisheye lens,5,4,0
Ferdy Yansah,07/15/2025 03:22:52,"kalau sudah begini maka semua FElers akan menjadi BUTA dan DUNGU Mendadak 🤣🤣🤣Dawn Aerospace, MK II Aurora",4,3,1
Muhayat Lukman,07/15/2025 04:05:54,Rahasia Peta Bumi (19 menit berharga)#reelsfbシ #videoviralシ #fypviralシ #fbreelsvideo #viralreelschallenge #fypageシ #foryoupageシ #propaganda #video #StarsEverywhere #NASA #scam #SCAMMER #tipu #penipuan #videoviral #videos #earth #truth #maps semua orang,6,1,1
Permata,07/15/2025 04:20:55,THE REAL THUNDER DOME,0,1,0
Yasrizal,07/15/2025 05:06:27,Penyebab laut bisa begini ?sedangkan bumimu datar fe ?,2,2,1
Rendy Wir,07/15/2025 05:46:39,~ KONSEP GE ABSURD ~Tidak ada alasan ilmiah sama sekali yg bisa dibuktikan secara nyata bahwa atmosfer dan yg ada didalamnya ikut berputar dgn rotasi bumi. Konsep telo itu hanya utk PEMBENARAN bumi berbentuk bola berotasi tapi BOHONG besar.Bumi itu hamparan luas yg diam dan kokoh.🤭🫵🤭,7,1,1
Yuda Pramana,07/15/2025 06:57:59,"Google Maps, Disusun dari Jaritan Digital Berbagai Sumber DataGoogle Maps merupakan platform pemetaan digital yang sangat canggih, dibangun dari penggabungan data dalam jumlah besar yang dikumpulkan melalui berbagai teknologi dan sumber. Proses pembuatannya melibatkan apa yang bisa disebut sebagai jaritan digital—gabungan informasi visual, geografis, dan spasial dari langit hingga permukaan bumi.1. Citra Satelit: Google Maps menggunakan gambar dari satelit resolusi tinggi untuk menampilkan permukaan bumi secara menyeluruh. Satelit ini merekam area dalam skala besar, menangkap bentang alam, kota, dan infrastruktur dari ketinggian ratusan kilometer.2. Foto Udara dari Pesawat dan Drone: Untuk memperoleh detail yang lebih tajam, Google juga menggunakan foto udara yang diambil oleh pesawat terbang dan drone. Gambar ini melengkapi informasi dari satelit, khususnya di area padat penduduk atau lokasi dengan dinamika tinggi.3. Mobil Street View: Google mengoperasikan kendaraan khusus yang dilengkapi kamera 360 derajat untuk memetakan jalanan dari permukaan tanah. Mobil-mobil ini mengambil jutaan foto panorama yang kemudian diproses dan ditempatkan secara akurat ke peta, memungkinkan pengguna untuk ""menjelajahi"" lokasi seolah berada langsung di tempat itu.4. Kontribusi Pengguna dan Data Lembaga Resmi: Selain data visual, Google juga menggabungkan informasi dari pengguna (seperti penandaan tempat, ulasan, atau koreksi jalan), serta data geografis dari pemerintah, lembaga survei, dan institusi lokal.5. Pemrosesan dengan Kecerdasan Buatan dan Sistem Pemetaan Vektor: Semua data yang dikumpulkan diproses menggunakan algoritma AI dan sistem pemetaan vektor untuk menciptakan peta yang interaktif, akurat, dan terus diperbarui. Sistem ini memungkinkan perhitungan rute tercepat, analisis lalu lintas waktu nyata, dan pencarian tempat secara kontekstual.Hasil akhirnya adalah Google Maps—sebuah peta digital yang tidak hanya menunjukkan lokasi, tapi juga merepresentasikan dunia nyata secara menyeluruh dan dinamis, digunakan oleh miliaran orang di seluruh dunia untuk navigasi, eksplorasi, dan pengambilan keputusan sehari-hari.#savekorbanhoaxdatar #googlemaps",2,2,0
Rendy Wir,07/15/2025 07:01:02,"Kata GE darwin, atmosfir itu sebagai pelindung bumi sebagaimana body mobil/kereta/pesawat terbang, sehingga gak terasa walau bumi berputar 1600 km/jam.Tapi anehnya, batu meteor kok masih bisa menembus ya. Klo sama harusnya batu meteor tsb terpental ke luar angkasa sebagaimana saat kita melempar batu pada sebuah mobil yg sedang berjalan. Repost🤭🫵🤭",2,2,1
Permata,07/15/2025 07:38:14,Planet Nibiru .....???,1,1,0
Christian Lengkong,07/15/2025 08:11:12,Didit Wahyudi Aulia radiasi gelombang elektromagnetik matahari merambat lewat medium es antartika dan memendarkan gas2 mulia yg ada disekitarnya....sehingga matahari bisa terlihat dari A ke C....itulah pembiasan difraksi gelombang elektromagnetik divergen matahari.,5,4,0
Christian Lengkong,07/15/2025 10:27:53,Dyaan Rahman luh itu delusi ya....bilang cahaya membiaskan warna pelangi....setelah terlihat pelangi melengkung lu ibaratkan kabel listrik yg melengkung....tetesan air hujan tidak serta merta menghasilkan pelangi...krn fenomena pelangi tidak setiap saat lu lihat setelah hujan....brooo semua titik bisa melihat pelangi...gak pake pake titik tertentu...buktinya semua org dmn saja bisa melihat pelangi....lu itu DELUSU brooo....otak lu kurang kalium....atmosfer lengkung bukan karena bumi bulat brooo...bentuk suatu benda tidak serta merta lu bilang atmosfernya sama seperti bendanya....buktinya pelangi yg nempel diatmosfer bentuknya bukan bulat tapi lingkaran penuh alias datar....sudah brooo lu kalah 1-0.....sendok patah bukan karena cahaya yg melengkung tapi karena efek pembiasan broooo.....lanjut aja dirotasi matahari.....otak lu udah gak berjalan sesuai dgn logika lagi brooo.....👎👎👎👎👎👎👎🤣🤣🤣🤣🤣🤣🤣....malu2in lu sama kaum lu....byk yg baca brooo......🥱🥱🥱🥱🥱🥱🥱🥱,0,0,1
Christian Lengkong,07/15/2025 10:56:11,Nih orang ini ternyata bisa malu2in kaum GE eran karena sdh gak konsisten lagi dengan apa yg didebatkan....🤣🤣🤣🤣🤣🤣🤣🤣...dikiranya pembiasan hanya untuk sendok yg patah...👎👎👎👎👎👎👎👎👎👎,2,1,1
Rendy Wir,07/15/2025 12:06:25,"Jika atmosfer dan semua yg ada didalamnya ikut berputar terbawa irama rotasi bumi, bagaimana mungkin air laut bisa pasang surut akibat pengaruh gravitasi bulan...sungguh konsep yg amburadul tak masuk akal, HALLU 🤭 🤭🫵🤣",8,5,1
Irpan Nurdin,07/15/2025 12:53:30,The Simpsons & Penipuan Bentuk Bumi#reelsfbシ #videoviralシ #fypviralシ #fbreelsvideo #viralreelschallenge #fypageシ #foryoupageシ #propaganda #video #StarsEverywhere #NASA #scam #SCAMMER #tipu #penipuan #videoviral #videos #earth #truth semua orang,0,0,1
Joko Darma Cie,07/15/2025 14:36:16,"Luar angkasa sebenarnya seperti apa? Saya ga percaya kalau da yg keluar angkasa,karena jaraknya puluhan juta km.tapi kenapa banyak orang bilang,baru nyampe ga sampai ribuan km udah bilang ke luar angkasa,jauh banget,harusnya jangan pake kata luar angkasa,pakenya cukup angkasa aja.",4,3,1
Anonymous participant,07/15/2025 16:32:24,"Sedang tidak ingin berdebat, cuma mau bertanya,.Titik pusat rotasi bumi di utara dan selatan itu dimana ya? Saya cari2 informasi di youtube blm nemu,.",1,1,0
Wulan,07/16/2025 01:50:09,Lanjutkan💪#part6#jangkauanluas#fyp,0,0,0
Rendy Wir,07/16/2025 05:45:35,"Bumi diam dan kokoh, bumi hamparan luas yang membentang seluas langit.🤣🫵🤣",18,1,1
Iwan,07/16/2025 06:22:04,"Sergei Krikalev, seorang kosmonaut Rusia, mengalami petualangan luar biasa di luar angkasa pada tahun 1991. Ia terjebak di stasiun luar angkasa Mir selama 311 hari, jauh lebih lama dari rencana awal misinya. Penyebabnya adalah runtuhnya Uni Soviet, negara yang berjanji untuk membawanya pulang.Krikalev berada di orbit 350 km di atas Bumi ketika Uni Soviet bubar menjadi 15 negara independen. Ia hanya bisa menyaksikan perubahan besar ini dari jauh, tanpa bisa kembali ke Bumi karena tidak ada rencana yang jelas untuk kepulangannya.Satu-satunya cara untuk Krikalev kembali ke Bumi adalah dengan menggunakan kapsul Soyuz, tetapi ini berarti stasiun Mir harus ditinggalkan tanpa awak. Misi kontrol meminta Krikalev untuk bersabar dan menunggu solusi yang tepat.Selama hampir setahun, Krikalev menjalani misi yang sangat panjang dan menantang. Ia menyaksikan perubahan besar di dunia bawahnya, termasuk perubahan nama kota tempat tinggalnya dari Leningrad menjadi St. Petersburg. Ia juga menghadapi kesulitan ekonomi karena gaji ilmuwannya tidak mencukupi.Akhirnya, Krikalev kembali ke Bumi pada 25 Maret 1992, setelah 311 hari di luar angkasa. Ia menggantikan posisi astronot Jerman yang membayar $24 juta untuk duduk di Soyuz. Saat kapsulnya mendarat di Kazakhstan, yang kini merdeka, ia keluar dengan seragam USSR yang telah menjadi kenangan.Dunia menyambut Krikalev sebagai pahlawan karena pengalamannya yang luar biasa. Ia bukan hanya seorang kosmonaut, tetapi juga saksi sejarah yang mengorbit Bumi saat dunia berubah drastis. Beberapa tahun kemudian, ia kembali ke luar angkasa bersama NASA dan menjadi orang pertama yang masuk ke Stasiun Luar Angkasa Internasional (ISS).Kisah Krikalev menunjukkan bahwa manusia dapat menunjukkan ketahanan dan adaptasi yang luar biasa dalam situasi yang paling menantang. Ia adalah contoh inspiratif bagi banyak orang, dan pengalamannya akan selalu dikenang sebagai bagian dari sejarah luar angkasa.Sumber et Indonesia#DPU_FYI",38,2,0
Rofi'iy Tengah,07/16/2025 10:24:59,"1. Berapa jarak matahari ke bumi di bumi datar?2. Kubah bumi seperti apa? 3. Apa alasan tembok es Antartika tak bisa ditembus pesawat?4. Kalo memang tak bisa tembus, yang katanya bumi tak terbatas, kok bisa tau di luar dinding es ada dunia lain?Jawaban disertakan gambar/video jgn retorika dan logical fallacy. Kalo tak bisa membuktikan berarti bumi datar itu hayalan belaka.",2,2,0
Ryan,07/16/2025 11:04:31,Bumi itu bulat bukan gepeng,28,22,0
Christian Lengkong,07/16/2025 11:39:14,Nih ilmuwan bumi bulat fiktif sama dengan buminya juga fiktif....🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣...bumi bulatnya berputar dari kanan ke kiri...mataharinya berputar dari kiri ke kanan maka jelas sunspot matahari tak akan ada pergerakan karena sama2 berputar searah karena saling berhadap hadapan....tapi dari hasil pengamatan matahari terlihat bergerak dari kiri ke kanan...dan itu hanya bisa terlihat jika bumi itu diam dan mataharinya yg berotasi....jadi kesimpulannya bumi ini datar....🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,3,2,1
Muhayat Lukman,07/16/2025 13:21:09,"Ular dalam pandangan Kitab Suci Samawi.Mereka melakukannya secara terang-terangan, dan Anda pun terlena; sebab sejak awal, Anda sudah menganggap mereka sebagai pahlawan.#videoviralシ #reelsfbシ #fypviralシ #fbreelsvideo #viralreelschallenge #fypageシ #foryoupageシ #truth #maps #propaganda #NASA #WHO #video #videos #flatearth semua orang",8,1,1
ルト フィ,07/16/2025 16:59:29,Bukti bumi bulat dan berputar,12,12,0
Christian Lengkong,07/17/2025 01:13:10,Dyaan Rahman brooo istilah matahari berotasi  itu baru zaman skrg di katain matahari berotasi...zaman manusia lu itu ke bulan gak pernah ada yg bilang matahari itu berotasi...kok zaman galileo udah ngomong. Justru foto2 nasa pun gak pernah bilang matahari berotasi....istilah matahari berotasi baru saat ini digembar gemborkan krn udah byk teleskop2 canggih berkeliaran....brooo klo fusi nuklir gak akan ada bolong2 begitu dimatahari apalagi lubang nya beberapa kali lipat dari bumi....🤣🤣🤣🤣🤣🤣🤣...brooo lu tau menurut ilmu kaum lu matahari itu 15jt°c...sejak kpn panas bisa buat lubang gak ada brooo namanya panas itu menyebar kesegala arah bahkan ada istilahnya corona dan lidah api matahari.....ukuran matahari kecil dan tdk berubah krn adanya magnification dan refraksi plasma kubah bumi....bayangan pohon semakin panjang itu bukti bahwa matahari itu menjauh kayak lu punya senter motor semakin menjauh maka bayangan senter lu semakin panjang.....kalo matahari lu jauh dan diem maka bayangan nya akan tetap begitu2 aja gak akan lebih panjang....jika matahari mengalami fusi nuklir maka lubang hitam atau sunspot gak bakalan terbentuk krn fusi nuklir gak pernah membentuk sunspot....atau blackspot...emg smartphone pke teknologi lu....???...salah brooo smartphone gue itu pake teknologi alam yg itu notabene milik bumi datar...kalian hanya memanfaatkannya aja...krn sinyal smartphone dipantulkan lewat plasma kubah bumi...gelombang elektromagnetik dihasilkan oleh plasma kubah bumi...kok smartphone pake teknologi nuklir...???...gak salah lu brooo...ini baru dibilang ilmu delusi tingkat cetek.....👎👎👎👎👎👎🤣🤣🤣🤣🤣🤣🤣🥱🥱🥱🥱🥱🥱🥱🥱🥱....emg lu sering pake obat sampai lu bisa overdosis....???....🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣....brooo masih hijau ilmu lu....jgn mencla mencle.....🤣🤣🤣🤣🤣🤣🤣,2,1,1
Rendy Wir,07/17/2025 01:39:02,"Yg tersisa cekungannya doang, batu meteornya entah kemana. Denger dari bisik2 tetangga ternyata batunya udah diborong jadi akik 🤣🫵😁",13,10,1
Anonymous participant,07/17/2025 02:25:50,"bumi bulat, gravitasi itu ibarat otak pada manusia. Tidak terlihat tp bisa dirasakan dan bisa dibuktikan.",3,1,0
Muhayat Lukman,07/17/2025 03:04:19,Bulan adalah Plasma,3,3,0
Yasrizal,07/17/2025 03:20:15,39_43 rasa importMasih harga lama 😊🙏,2,2,0
Louis SanJaya,07/17/2025 03:26:42,"‎Tahukah kamu? meskipun jaraknya jauh, bulan bisa mengontrol pasang surut air laut ‎‎‎Meskipun letaknya sangat jauh dari Bumi sekitar 384.400 kilometer, bulan memiliki pengaruh besar terhadap fenomena pasang surut air laut. Ini bukan sekadar keajaiban alam biasa, tetapi merupakan hasil dari gaya gravitasi yang bekerja secara terus-menerus antara bulan dan Bumi.‎‎Ketika bulan berada di posisi tertentu di langit, tarikan gravitasinya menarik massa air laut di permukaan Bumi yang paling dekat dengannya. Hal ini menyebabkan air laut di area tersebut naik, menciptakan pasang naik. Menariknya, pasang juga terjadi di sisi Bumi yang berlawanan karena efek gaya sentrifugal yang muncul dari rotasi Bumi dan interaksi orbit bulan ini disebut sebagai pasang kembar.‎‎Sebaliknya, area yang tidak sejajar langsung dengan bulan akan mengalami penurunan permukaan laut atau yang kita kenal sebagai air surut. Fenomena ini terjadi dua kali dalam sehari, dan telah diamati serta dibuktikan secara ilmiah sejak berabad-abad yang lalu.‎‎Ilmuwan seperti Isaac Newton sudah menjelaskan hubungan antara gravitasi bulan dan pasang surut sejak abad ke-17. Kini, pemahaman ini terus digunakan untuk keperluan navigasi, perikanan, bahkan pengembangan energi pasang surut laut.‎‎Fakta Ilmiah:‎• Jarak bulan ke Bumi: ±384.400 km‎• Gaya gravitasi bulan mempengaruhi air laut lebih besar dibanding matahari karena bulan lebih dekat ke Bumi.‎• Fenomena ini disebut tidal force atau gaya pasang surut.‎‎Jadi kesimpulannya:‎Bulan memang jauh, tapi kekuatannya nyata. Ia memainkan peran penting dalam menjaga ritme alam Bumi, khususnya pada lautan. Inilah bukti bahwa alam semesta bekerja dengan sangat teratur dan saling terhubung.",1,0,0
Muhayat Lukman,07/17/2025 03:50:55,Bulan bukan Bongkahan Batu,7,5,0
